REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110012804803,MILFORD FISH HATCHERY,12,,http://echo.epa.gov/detailed-facility-report?fid=110012804803
110009839979,WHITEFIELD WASTEWATER TREATMENT FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110009839979
110007681632,FRASER PULP MILL (FORMER ),12,,http://echo.epa.gov/detailed-facility-report?fid=110007681632
110002320783,LEBANON WASTEWATER TREATMENT FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110002320783
110064782757,"NHNY MARINA DEVELOPMENT, LLC D/B/A RIVEREDGE MARINA",11,,http://echo.epa.gov/detailed-facility-report?fid=110064782757
110009839817,TROY WASTEWATER TREATMENT FACILITY,11,,http://echo.epa.gov/detailed-facility-report?fid=110009839817
110000313964,STURM RUGER FIREARMS MANUFACTURING FACILITY,11,,http://echo.epa.gov/detailed-facility-report?fid=110000313964
110066871978,"TOWN OF AMHERST, TRANSFER STATION",11,,http://echo.epa.gov/detailed-facility-report?fid=110066871978
110000313802,PSNH MERRIMACK GENERATING STATION,11,,http://echo.epa.gov/detailed-facility-report?fid=110000313802
110064875826,ALLENSTOWN TRANSFER STATION,10,,http://echo.epa.gov/detailed-facility-report?fid=110064875826
110059494836,WILLIAM N LAMARRE CONCRETE PRODUCTS INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110059494836
110066920489,AUTOMATED CASTINGS FACILITY,10,,http://echo.epa.gov/detailed-facility-report?fid=110066920489
110012147809,"KING FOREST INDUSTRIES, INC.",10,,http://echo.epa.gov/detailed-facility-report?fid=110012147809
110070002234,RUMNEY MILL,10,,http://echo.epa.gov/detailed-facility-report?fid=110070002234
110001523405,FOUR HILLS LANDFILL GAS SYSTEM,10,,http://echo.epa.gov/detailed-facility-report?fid=110001523405
110000313697,WEBSTER VALVE,10,,http://echo.epa.gov/detailed-facility-report?fid=110000313697
110066901464,BOIRE FIELD,10,,http://echo.epa.gov/detailed-facility-report?fid=110066901464
110022906621,PRECISION LUMBER INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110022906621
110012472779,DURGIN & CROWELL LUMBER,10,,http://echo.epa.gov/detailed-facility-report?fid=110012472779
110000313955,TIMKEN AEROSPACE,10,,http://echo.epa.gov/detailed-facility-report?fid=110000313955
