REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110006723108,FORT BENTON WWTP,13,5.0,http://echo.epa.gov/detailed-facility-report?fid=110006723108
110009860454,VAUGHN WWTF,13,5.0,http://echo.epa.gov/detailed-facility-report?fid=110009860454
110009860472,ABSAROKEE SEWER DISTRICT WWTP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110009860472
110011049221,WHITE SULPHUR SPRINGS WWTF,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110011049221
110022545405,JORDAN WWTF,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110022545405
110009715148,CITY OF HARLOWTON WWTF,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009715148
110011047116,WINNETT WWTF,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011047116
110000428485,WESTERN SUGAR COMPANY,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000428485
110009860481,HIGHWOOD WWTP,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009860481
110009715157,BIG TIMBER,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009715157
110009860677,TOWN OF FROID WWTF,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009860677
110058917178,SPRINGWATER COLONY - FEEDLOT,13,,http://echo.epa.gov/detailed-facility-report?fid=110058917178
110038447437,PRAIRIE ELK SWINE,13,,http://echo.epa.gov/detailed-facility-report?fid=110038447437
110011049490,R AND A OIL INC - STATE RATTLER #1,13,,http://echo.epa.gov/detailed-facility-report?fid=110011049490
110039824900,CHINOOK WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039824900
110011048320,CITY OF GLENDIVE - LANDFILL,13,,http://echo.epa.gov/detailed-facility-report?fid=110011048320
110011049739,SIDNEY LIVESTOCK MARKET CENTER,13,,http://echo.epa.gov/detailed-facility-report?fid=110011049739
110063712585,DIAMOND K FEEDLOT,13,,http://echo.epa.gov/detailed-facility-report?fid=110063712585
110000737249,CITY OF LAUREL WASTE WATER TREATMENT PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110000737249
110001474164,YELLOWSTONE ENERGY POWER PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110001474164
