REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110000324382,SI GROUP,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000324382
110000324435,MOMENTIVE PERFORMANCE MATERIALS SILICONES,12,,http://echo.epa.gov/detailed-facility-report?fid=110000324435
110000324391,SABIC INNOVATIVE PLASTICS US LLC,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000324391
110002465662,BUCKEYE ALBANY TERMINAL LLC,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110002465662
110008002491,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110008002491
110004554697,POWER AND COMPOSITE TECHNOLOGIES LLC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110004554697
110070164129,"POLYSET COMPANY, INC.",1,,http://echo.epa.gov/detailed-facility-report?fid=110070164129
110019445616,ALBANY CO SD NORTH PLT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110019445616
110000914618,FORT ORANGE PAPER CO.,0,,http://echo.epa.gov/detailed-facility-report?fid=110000914618
110001615618,REGAL CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001615618
110001605219,MORGAN LINEN SERVICE INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110001605219
110000324131,AMSTERDAM PRINTING & LITHO,0,,http://echo.epa.gov/detailed-facility-report?fid=110000324131
110008001946,LATHAM AUTO BODY SHOP INC.,0,,http://echo.epa.gov/detailed-facility-report?fid=110008001946
110007997524,NORAMPAC SCHENECTADY INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110007997524
110001575448,GREENFIBER ALBANY,0,,http://echo.epa.gov/detailed-facility-report?fid=110001575448
110004325463,ORGANIZATIONAL MAINTENANCE SHOP 19 @ JOINT HEADQUARTERS NY NATIONAL GUARD,0,,http://echo.epa.gov/detailed-facility-report?fid=110004325463
110004308972,QUAIL AUTO SALES,0,,http://echo.epa.gov/detailed-facility-report?fid=110004308972
110000324355,HESS CORP RENSSELAER TERMINAL,0,,http://echo.epa.gov/detailed-facility-report?fid=110000324355
110000616717,DOE KNOLLS ATOMIC POWER LAB-KNOLLS SITE,0,,http://echo.epa.gov/detailed-facility-report?fid=110000616717
110008019410,NOTEWORTHY CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110008019410
