REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110018269112,FEDERAL-MOGUL MOTORPARTS,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110018269112
110001803317,PRESENCE RESURRECTION MEDICAL CENTER,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001803317
110012280370,CD ONE PRICE CLEANERS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012280370
110055967958,6300 W HOWARD,1,,http://echo.epa.gov/detailed-facility-report?fid=110055967958
110000432112,TAPECOAT CO INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000432112
110000888629,AMERICAN LOUVER CO,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000888629
110055586487,ALAMP CONCRETE CONTRACTORS INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110055586487
110001816269,FORT DEARBORN CO,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001816269
110000429661,REGIS TECHNOLOGIES INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000429661
110002390840,SKOKIE ISTP LLC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002390840
110001818249,NORTHWEST COMMUNITY HOSPITAL,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001818249
110044970109,RELIANCE AUTO BODY INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110044970109
110025401054,HIGHLAND BAKING CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110025401054
110037357865,LENNY HOFFMAN EXCAVATING INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110037357865
110070684535,A & O AMOCO,0,,http://echo.epa.gov/detailed-facility-report?fid=110070684535
110005908036,SHERIDAN CLEANERS & TAILORS,0,,http://echo.epa.gov/detailed-facility-report?fid=110005908036
110005795489,MASTER CARE CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110005795489
110018284729,CRO-MAT CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110018284729
110070684370,ROGER W GRANDT SUPER SVC INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110070684370
110070359510,7 ELEVEN STORE 30122,0,,http://echo.epa.gov/detailed-facility-report?fid=110070359510
