REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110000888843,CHICAGO TRANSIT AUTHORITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110000888843
110000791466,MORTON GROVE PHARMACEUTICALS INCORPORATED,12,,http://echo.epa.gov/detailed-facility-report?fid=110000791466
110001225488,SPECIALTY PRINTING CO,6,,http://echo.epa.gov/detailed-facility-report?fid=110001225488
110018269112,FEDERAL-MOGUL MOTORPARTS,2,,http://echo.epa.gov/detailed-facility-report?fid=110018269112
110044970109,RELIANCE AUTO BODY INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110044970109
110005951997,LINCOLN JR HIGH,0,,http://echo.epa.gov/detailed-facility-report?fid=110005951997
110005959150,WALGREENS 1768,0,,http://echo.epa.gov/detailed-facility-report?fid=110005959150
110005967105,WALGREENS 0252,0,,http://echo.epa.gov/detailed-facility-report?fid=110005967105
110005908036,SHERIDAN CLEANERS & TAILORS,0,,http://echo.epa.gov/detailed-facility-report?fid=110005908036
110013298225,KENILWORTH MEDICAL ASSOCIATES,0,,http://echo.epa.gov/detailed-facility-report?fid=110013298225
110015592045,WAGNER ZONE AUTO COLLISION CTR,0,,http://echo.epa.gov/detailed-facility-report?fid=110015592045
110070630988,CHALET LIVING & REHAB,0,,http://echo.epa.gov/detailed-facility-report?fid=110070630988
110005956162,CHESTNUT BODYSHOP,0,,http://echo.epa.gov/detailed-facility-report?fid=110005956162
110005932330,JIFFY LUBE STORE 1385,0,,http://echo.epa.gov/detailed-facility-report?fid=110005932330
110005807010,PEP BOYS THE 825,0,,http://echo.epa.gov/detailed-facility-report?fid=110005807010
110012271184,O BRIEN PATRICK,0,,http://echo.epa.gov/detailed-facility-report?fid=110012271184
110000888629,AMERICAN LOUVER CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110000888629
110005795489,MASTER CARE CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110005795489
110018284729,CRO-MAT CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110018284729
110041358349,JEWEL OSCO 3443,0,,http://echo.epa.gov/detailed-facility-report?fid=110041358349
