REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110021021213,LANGSTON'S USED AUTO PARTS,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110021021213
110043247215,"PEMCO WORLD AIR SERVICES, TERM",8,,http://echo.epa.gov/detailed-facility-report?fid=110043247215
110043729347,SUNCOAST TAMPA BAY BLOCK & READY MIX COMPANY INC,8,,http://echo.epa.gov/detailed-facility-report?fid=110043729347
110043731593,TAMPA INTERNATIONAL AIRPORT,8,,http://echo.epa.gov/detailed-facility-report?fid=110043731593
110007459614,AMERICAN AIRLINES,8,,http://echo.epa.gov/detailed-facility-report?fid=110007459614
110001737452,BUILDING MATERIALS MANUFACTURING CORP,8,,http://echo.epa.gov/detailed-facility-report?fid=110001737452
110010624495,INDUSTRIAL GALVANIZERS TAMPA,8,,http://echo.epa.gov/detailed-facility-report?fid=110010624495
110044886077,TAMPA INTERNATIONAL AIRPORT,8,,http://echo.epa.gov/detailed-facility-report?fid=110044886077
110009693536,CLIFF BERRY INC,8,,http://echo.epa.gov/detailed-facility-report?fid=110009693536
110063617420,ST PETERSBURG MATERIAL RECOVERY FACILITY,8,,http://echo.epa.gov/detailed-facility-report?fid=110063617420
110043734581,ROCKTENN TAMPA RECYCLE PLANT,8,,http://echo.epa.gov/detailed-facility-report?fid=110043734581
110027852410,LOWRY PARK ZOO,8,,http://echo.epa.gov/detailed-facility-report?fid=110027852410
110012754055,"ACE USED AUTO PARTS WAREHOUSE, INC",8,,http://echo.epa.gov/detailed-facility-report?fid=110012754055
110056968875,MOSAIC FERTILIZER LLC - RIVERVIEW,8,,http://echo.epa.gov/detailed-facility-report?fid=110056968875
110024249909,HENDRY CORPORATION,8,,http://echo.epa.gov/detailed-facility-report?fid=110024249909
110009078283,TAMPA STEEL & SUPPLY INC,8,,http://echo.epa.gov/detailed-facility-report?fid=110009078283
110000516727,CITY OF TAMPA-WASTEWATER DEPT.,7,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000516727
110000509307,FALKENBURG ADVANCED WASTEWATER TREATMENT PLANT,7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000509307
110005604373,"MEADOW BURKE, LLC.",7,,http://echo.epa.gov/detailed-facility-report?fid=110005604373
110002541045,BALIMOY MANUFACTURING COMPANY,7,,http://echo.epa.gov/detailed-facility-report?fid=110002541045
