REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110027244186,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- BAYOU VIEW ESTATES",13,7.0,http://echo.epa.gov/detailed-facility-report?fid=110027244186
110037931913,BJ COUVILLION INC,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110037931913
110045504566,RES BATON ROUGE TRANSFER STATION,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045504566
110003352452,UNION PACIFIC RAILROAD - AVONDALE YARD,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110003352452
110064614065,"FAIR GROUNDS RACE COURSE, A CHURCHHILL DOWNS CO.",13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064614065
110022400506,PETROLEUM FUEL & TERMINAL CO - MOUNT AIR,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022400506
110003264459,RELIABLE SOIL,13,,http://echo.epa.gov/detailed-facility-report?fid=110003264459
110064619578,"BATON ROUGE (PARISH OF EBR), CITY OF",13,,http://echo.epa.gov/detailed-facility-report?fid=110064619578
110003302426,LA DOTD,13,,http://echo.epa.gov/detailed-facility-report?fid=110003302426
110022408278,SEWERAGE & WATER BOARD OF NEW ORLEANS - EAST BANK STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110022408278
110009921175,ST. GABRIEL WWTP,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110009921175
110011168075,VILLAGE GREEN APTS,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011168075
110031106862,BRIDGE CITY SAND PIT,12,,http://echo.epa.gov/detailed-facility-report?fid=110031106862
110020158755,BEVERLY INDUSTRIES LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110020158755
110011164658,BOLOTTE'S CAR WASH,12,,http://echo.epa.gov/detailed-facility-report?fid=110011164658
110025339541,SUGAR HILL MOBILE HOME PARK,12,,http://echo.epa.gov/detailed-facility-report?fid=110025339541
110010120494,TESI - GREEN BAYOU,12,,http://echo.epa.gov/detailed-facility-report?fid=110010120494
110020842917,WESTMINSTER/LINCOLNSHIRE PUMP,12,,http://echo.epa.gov/detailed-facility-report?fid=110020842917
110009931752,WEBER MARINE INC.,12,,http://echo.epa.gov/detailed-facility-report?fid=110009931752
110017857452,BURGER KING RESTAURANT #11614,12,,http://echo.epa.gov/detailed-facility-report?fid=110017857452
