REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110043786285,KAISER ALUMINUM FABRICATED PRODUCTS,8,20.0,http://echo.epa.gov/detailed-facility-report?fid=110043786285
110002058353,FIBER TECH INDUSTRIES,2,3.0,http://echo.epa.gov/detailed-facility-report?fid=110002058353
110001917374,SACRED HEART MEDICAL CENTER,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110001917374
110001916892,TRIUMPH COMPOSITE SYSTEMS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001916892
110001916909,MULTICARE DEACONESS HOSPITAL,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001916909
110033594386,AFFORDABLE CUSTOM CABINETS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110033594386
110000550886,SPOKANE REGIONAL WASTE TO ENERGY FACILITY,1,,http://echo.epa.gov/detailed-facility-report?fid=110000550886
110000491502,INLAND EMPIRE PAPER COMPANY,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000491502
110000491548,HONEYWELL ELECTRONIC MATERIALS,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000491548
110015930821,BROOKLYN IRON WORKS INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015930821
110009510760,WA STATE DEPT OF TRANSPORTATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110009510760
110040835932,COLEMAN OIL COMPANY,0,,http://echo.epa.gov/detailed-facility-report?fid=110040835932
110008226712,KETTLE FALLS GENERATING STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110008226712
110000491487,PHILLIPS 66 SPOKANE TERMINAL,0,,http://echo.epa.gov/detailed-facility-report?fid=110000491487
110001916703,SHAMROCK PAVING INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110001916703
110000491398,PONDERAY NEWSPRINT,0,,http://echo.epa.gov/detailed-facility-report?fid=110000491398
110070055366,CHS PRIMELAND PORT OF WILMA AGRONOMY HUB PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110070055366
110000491343,MUTUAL MATERIALS MICA,0,,http://echo.epa.gov/detailed-facility-report?fid=110000491343
110005315140,HOLY FAMILY HOSPITAL,0,,http://echo.epa.gov/detailed-facility-report?fid=110005315140
110055613787,MAVERIK STORE #454,0,,http://echo.epa.gov/detailed-facility-report?fid=110055613787
