REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110031019920,HUNTWOOD CUSTOM CABINETS,12,,http://echo.epa.gov/detailed-facility-report?fid=110031019920
110005326897,GONZAGA UNIVERSITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110005326897
110042071441,PEND OREILLE MINE,10,,http://echo.epa.gov/detailed-facility-report?fid=110042071441
110002449501,HIGHWOOD GLOBAL,9,,http://echo.epa.gov/detailed-facility-report?fid=110002449501
110005302957,SPOKANE METAL FINISHING,7,,http://echo.epa.gov/detailed-facility-report?fid=110005302957
110015413514,BAKER COMMODITIES SPOKANE,5,,http://echo.epa.gov/detailed-facility-report?fid=110015413514
110001916687,USAF FAIRCHILD AFB,5,,http://echo.epa.gov/detailed-facility-report?fid=110001916687
110005335850,SPOKANE PUBLIC SCHOOL DIST 81,4,2.0,http://echo.epa.gov/detailed-facility-report?fid=110005335850
110005398426,AIRWAY HEIGHTS CORRECTIONS CENTER,4,,http://echo.epa.gov/detailed-facility-report?fid=110005398426
110000491548,HONEYWELL ELECTRONIC MATERIALS,4,,http://echo.epa.gov/detailed-facility-report?fid=110000491548
110002058353,FIBER TECH INDUSTRIES,4,,http://echo.epa.gov/detailed-facility-report?fid=110002058353
110033594386,AFFORDABLE CUSTOM CABINETS,4,,http://echo.epa.gov/detailed-facility-report?fid=110033594386
110008226712,KETTLE FALLS GENERATING STATION,3,,http://echo.epa.gov/detailed-facility-report?fid=110008226712
110002449672,SHERWIN WILLIAMS SPOKANE,3,,http://echo.epa.gov/detailed-facility-report?fid=110002449672
110002151199,JUBILANT HOLLISTERSTIER LABORATORIES,3,,http://echo.epa.gov/detailed-facility-report?fid=110002151199
110001917374,SACRED HEART MEDICAL CENTER,3,,http://echo.epa.gov/detailed-facility-report?fid=110001917374
110064322040,AVISTA UTILITIES SPOKANE SERVICE CENTER,3,,http://echo.epa.gov/detailed-facility-report?fid=110064322040
110000491398,PONDERAY NEWSPRINT,2,,http://echo.epa.gov/detailed-facility-report?fid=110000491398
110005318423,UPS FREIGHT SPOKANE,2,,http://echo.epa.gov/detailed-facility-report?fid=110005318423
110043527047,OIL ANALYSIS LAB INC LEE ST N,2,,http://echo.epa.gov/detailed-facility-report?fid=110043527047
