REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110000732324,HARRODSBURG WWTP EXPANSION,13,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000732324
110045521958,KENTUCKY CHROME WORKS LLC,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045521958
110009051649,BCSD HILLVIEW #2,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009051649
110009936748,LAKE COLUMBIA WWTF,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009936748
110009013174,BCSD HILLVIEW STP,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009013174
110009935222,BCSD WILLABROOK SANITATION,13,,http://echo.epa.gov/detailed-facility-report?fid=110009935222
110006656109,MERCER COUNTY SANITATION DISTRICT PARADISE CAMP WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110006656109
110000381220,AKEBONO ELIZABETHTOWN PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110000381220
110006751185,CUSTOM FABRICATION & ERECTION,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006751185
110008357321,BULLITT COUNTY LANDFILL,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110008357321
110006654478,AIRVIEW WWTF,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006654478
110000766289,ARCOSA LIGHTWEIGHT - BROOKS PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110000766289
110064616250,TRIPLE T METALS,12,,http://echo.epa.gov/detailed-facility-report?fid=110064616250
110006655949,DAVIESS CO FISCAL COURT,12,,http://echo.epa.gov/detailed-facility-report?fid=110006655949
110027252737,WOODFORD OIL CO,12,,http://echo.epa.gov/detailed-facility-report?fid=110027252737
110009051630,NEW HAVEN STP,12,,http://echo.epa.gov/detailed-facility-report?fid=110009051630
110009938844,CLOVERPORT STP,12,,http://echo.epa.gov/detailed-facility-report?fid=110009938844
110058164187,ALERIS ROLLED PRODUCTS LLC,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110058164187
110021623466,CAMP DICK ROBINSON ELEMENTARY SCHOOL,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110021623466
110030769078,PAINT LICK ELEMENTARY SCHOOL,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110030769078
