REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110000380917,CENTURY ALUMINUM OF KENTUCKY,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000380917
110000883615,AMERICAN FUJI SEAL,12,,http://echo.epa.gov/detailed-facility-report?fid=110000883615
110003255343,CUMBERLAND PRODUCTS INC,8,,http://echo.epa.gov/detailed-facility-report?fid=110003255343
110045521958,KENTUCKY CHROME WORKS LLC,6,,http://echo.epa.gov/detailed-facility-report?fid=110045521958
110006754645,"TOYOTA BOSHOKU KENTUCKY, LLC",6,,http://echo.epa.gov/detailed-facility-report?fid=110006754645
110070207829,"KOBELCO ALUMINUM PRODUCTS & EXTRUSIONS, INC.",5,,http://echo.epa.gov/detailed-facility-report?fid=110070207829
110067679471,O'REILLY AUTO PARTS STORE 1786,4,,http://echo.epa.gov/detailed-facility-report?fid=110067679471
110000381186,DOW CORNING CORPORATION,4,,http://echo.epa.gov/detailed-facility-report?fid=110000381186
110042185970,"INTEGRATED COMMERCIALIZATION SOLUTIONS, LLC",4,,http://echo.epa.gov/detailed-facility-report?fid=110042185970
110032967252,SAM'S CLUB #4992,3,,http://echo.epa.gov/detailed-facility-report?fid=110032967252
110003255192,STUPP BRIDGE COMPANY,3,,http://echo.epa.gov/detailed-facility-report?fid=110003255192
110000377976,ARCH CHEMICALS INC,3,,http://echo.epa.gov/detailed-facility-report?fid=110000377976
110000377770,INOAC PACKAGING GROUP,3,,http://echo.epa.gov/detailed-facility-report?fid=110000377770
110022311960,ARMAG CORPORATION,3,,http://echo.epa.gov/detailed-facility-report?fid=110022311960
110003233073,DISTINCT PACKABILITIES LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110003233073
110000766350,"INOAC AUTOMOTIVE, LLC",2,,http://echo.epa.gov/detailed-facility-report?fid=110000766350
110003221567,NATIONAL OFFICE FURNITURE- DANVILLE,2,,http://echo.epa.gov/detailed-facility-report?fid=110003221567
110037390819,LOWE'S OF SHEPARDSVILLE #2945,2,,http://echo.epa.gov/detailed-facility-report?fid=110037390819
110003234125,SOUDAL ACCUMETRIC,2,,http://echo.epa.gov/detailed-facility-report?fid=110003234125
110003233947,KENNY'S CLEANERS,2,,http://echo.epa.gov/detailed-facility-report?fid=110003233947
