REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110012315100,BARTON DISTILLERY,1,,http://echo.epa.gov/detailed-facility-report?fid=110012315100
110000542084,3A COMPOSITES,1,,http://echo.epa.gov/detailed-facility-report?fid=110000542084
110003255343,CUMBERLAND PRODUCTS INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110003255343
110070005194,QUEST INDUSTRIES LLC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070005194
110011590705,JIM BEAM BRANDS CO - CLERMONT PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011590705
110015680253,OWL'S HEAD ALLOYS INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015680253
110000381300,KENTUCKY CHROME WORKS LLC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000381300
110000535993,POLYAIR,0,,http://echo.epa.gov/detailed-facility-report?fid=110000535993
110063233086,SANTA ROSA SYSTEMS,0,,http://echo.epa.gov/detailed-facility-report?fid=110063233086
110063619721,AMERICAN HEARTLAND MANUFACTURING CO LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110063619721
110014370661,ALLTECH INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110014370661
110002108086,BLUEGRASS DAIRY & FOOD,0,,http://echo.epa.gov/detailed-facility-report?fid=110002108086
110000872397,KENTUCKY UTILITIES CO - E W BROWN STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110000872397
110015722280,AKEBONO - AMTEC BRAKE LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110015722280
110041966708,TEXAS GAS TRANS LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110041966708
110001370828,AEP INDUSTRIES INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110001370828
110043815495,OWENSBORO GRAIN,0,,http://echo.epa.gov/detailed-facility-report?fid=110043815495
110000380793,DART POLYMERS INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110000380793
110000757501,OWENSBORO GRAIN EDIBLE OILS INCORPORATED,0,,http://echo.epa.gov/detailed-facility-report?fid=110000757501
110070222918,COLUMBIA GULF TRANSMISSION LLC - PAINT LICK COMPRESSOR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110070222918
