REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110000867036,PRINCE SPECIALTY PRODUCTS LLC,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000867036
110006635533,EVANGELICAL PRESBYTERIAN CHURCH OF ANNAPOLIS,13,,http://echo.epa.gov/detailed-facility-report?fid=110006635533
110000537134,BROADNECK WATER RECLAMATION FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110000537134
110064161197,STEVENSON UNIVERSITY WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110064161197
110000537072,COX CREEK WATER RECLAMATION PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110000537072
110000736927,MARYLAND CITY WATER RECLAMATION FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110000736927
110067429820,LOCKHEED MARTIN DUMP ROAD AREA GROUNDWATER TREATMENT PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110067429820
110049522875,"AMERICAN WATER OPERATIONS AND MAINTENANCE, INC. FORT MEADE WWTP",13,,http://echo.epa.gov/detailed-facility-report?fid=110049522875
110038439936,ASHLEIGH KNOLLS SHARED SEWAGE DISPOSAL FACILITY,11,,http://echo.epa.gov/detailed-facility-report?fid=110038439936
110001772341,PUBLIC SCHOOL 405,11,,http://echo.epa.gov/detailed-facility-report?fid=110001772341
110015602720,"THE SEASONS APARTMENTS,POOL #1",11,,http://echo.epa.gov/detailed-facility-report?fid=110015602720
110063020476,ANNAPOLIS ROADS APARTMENTS,11,,http://echo.epa.gov/detailed-facility-report?fid=110063020476
110016695913,"ANCHORAGE MARINA, INC.",11,,http://echo.epa.gov/detailed-facility-report?fid=110016695913
110001776533,MARYLAND YACHT CLUB,11,,http://echo.epa.gov/detailed-facility-report?fid=110001776533
110015602739,"THE SEASONS APARTMENTS,POOL #2",11,,http://echo.epa.gov/detailed-facility-report?fid=110015602739
110012806188,WATERMONT SWIM CLUB,11,,http://echo.epa.gov/detailed-facility-report?fid=110012806188
110040089285,ATRIA MANRESA,11,,http://echo.epa.gov/detailed-facility-report?fid=110040089285
110042366463,MOTEL 6 # 744 - LAUREL,11,,http://echo.epa.gov/detailed-facility-report?fid=110042366463
110012751771,CALVERTON SWIM CLUB,11,,http://echo.epa.gov/detailed-facility-report?fid=110012751771
110002472770,PARK SCHOOL,11,,http://echo.epa.gov/detailed-facility-report?fid=110002472770
