REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110029273417,CLEAN HARBORS OF BALTIMORE,10,,http://echo.epa.gov/detailed-facility-report?fid=110029273417
110019858402,JOHNS HOPKINS UNIVERSITY - APL,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110019858402
110000339606,"SAPPHIRE SCIENTIFIC, INC.",6,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000339606
110000339456,W R GRACE & CO - CONN COLUMBIA,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000339456
110003550327,"REPLIFORM, INC",3,,http://echo.epa.gov/detailed-facility-report?fid=110003550327
110000340104,KAYDON RING & SEAL INC,3,,http://echo.epa.gov/detailed-facility-report?fid=110000340104
110066957314,THE KEY W CORPORATION,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110066957314
110003512958,UNIVERSITY OF MARYLAND ST. JOSEPH MEDICAL CENTER,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110003512958
110070513581,PHARMSCRIPT OF MD LLC,1,,http://echo.epa.gov/detailed-facility-report?fid=110070513581
110019876703,WSSC CONSOLIDATED LABORATORY,1,,http://echo.epa.gov/detailed-facility-report?fid=110019876703
110000340122,SAFETY-KLEEN SYSTEMS INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000340122
110045976985,CVS PHARMACY #5706,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110045976985
110000764290,DIAGEO NORTH AMERICA,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000764290
110000339544,HI-TECH COLOR,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000339544
110000796247,POWERCON CORPORATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000796247
110003530386,DEAN ST FOREIGN CAR REPAIR,0,,http://echo.epa.gov/detailed-facility-report?fid=110003530386
110006837423,AUTOMOTIVE TECHNOLOGY INCORPORATED,0,,http://echo.epa.gov/detailed-facility-report?fid=110006837423
110038921441,WAL-MART SUPERCENTER #01875,0,,http://echo.epa.gov/detailed-facility-report?fid=110038921441
110006899482,USDA FEDERAL GRAIN INSP SERVICE,0,,http://echo.epa.gov/detailed-facility-report?fid=110006899482
110001261606,MCCALL HANDLING CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110001261606
