REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110012139480,LAKE PLACID CONFERENCE CENTER,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110012139480
110069209494,"MANASEK ACQUISITION COMPANY, LLC",13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110069209494
110011979403,SUMMITVILLE WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110011979403
110009975063,CICERO WWTP,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009975063
110011248293,FISHERS CHEENEY CREEK WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110011248293
110006799786,OAK HILL JR./SR. HIGH SCHOOL-TREATMENT PLANT #1,12,,http://echo.epa.gov/detailed-facility-report?fid=110006799786
110000889682,STEEL PARTS MANUFACTURING,12,,http://echo.epa.gov/detailed-facility-report?fid=110000889682
110011248284,LITTLE EAGLE CREEK ESTATES,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110011248284
110009977604,WINDFALL WWTP,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009977604
110064242948,"ELWOOD WWTP, CITY OF",11,,http://echo.epa.gov/detailed-facility-report?fid=110064242948
110039951709,FRANKTON WWTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110039951709
110006645611,HARTFORD CITY WWTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110006645611
110001123846,CLAY TOWNSHIP REGIONAL WASTE DISTRICT,11,,http://echo.epa.gov/detailed-facility-report?fid=110001123846
110006766099,OAK BROOK ESTATES-TREATMENT PLANT,10,,http://echo.epa.gov/detailed-facility-report?fid=110006766099
110012062604,ATLANTA WATER DEPT,10,,http://echo.epa.gov/detailed-facility-report?fid=110012062604
110006765946,SWAYZEE WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110006765946
110006766678,FAIRMOUNT WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110006766678
110009739408,PRAIRIE UTILITIES KOKOMO WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110009739408
110000732128,FALL CREEK WASTE WATER TREATMENT PLANT,10,,http://echo.epa.gov/detailed-facility-report?fid=110000732128
110006766384,PINE RIDGE,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110006766384
