REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110058776392,C J BOOTS CASKET LLC,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110058776392
110070131493,INDIANA TRANSPORTATION MUSEUM,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110070131493
110000396125,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,12,,http://echo.epa.gov/detailed-facility-report?fid=110000396125
110000792795,"PLASTECH DECORATING SYSTEMS, INC.",12,,http://echo.epa.gov/detailed-facility-report?fid=110000792795
110070120179,HERITAGE RESEARCH GROUP,8,,http://echo.epa.gov/detailed-facility-report?fid=110070120179
110003123851,CENTRAL SYSTEMS INC,6,7.0,http://echo.epa.gov/detailed-facility-report?fid=110003123851
110059696618,FIVE STAR ROOFING SYSTEMS INCORPORATED,6,4.0,http://echo.epa.gov/detailed-facility-report?fid=110059696618
110055148022,GREENVILLE TECHNOLOGY INC,5,2.0,http://echo.epa.gov/detailed-facility-report?fid=110055148022
110070631050,REALIZE INCORPORATED,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070631050
110055421137,MARION STEEL FABRICATION INCORPORATED,5,,http://echo.epa.gov/detailed-facility-report?fid=110055421137
110067546196,MAJOR PHARMACEUTICAL,5,,http://echo.epa.gov/detailed-facility-report?fid=110067546196
110000396161,ELSA LLC,4,,http://echo.epa.gov/detailed-facility-report?fid=110000396161
110022827618,PIEZO TECHNOLOGIES LLC,3,,http://echo.epa.gov/detailed-facility-report?fid=110022827618
110045542613,CVS PHARMACY 4635,3,,http://echo.epa.gov/detailed-facility-report?fid=110045542613
110030596193,AIRE MATE INC,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110030596193
110045542481,CVS PHARMACY 8904,2,,http://echo.epa.gov/detailed-facility-report?fid=110045542481
110070057005,MORGANS STRIPING SERVICE,2,,http://echo.epa.gov/detailed-facility-report?fid=110070057005
110000402733,3M - HARTFORD CITY,2,,http://echo.epa.gov/detailed-facility-report?fid=110000402733
110016727014,CARMAX #7144,2,,http://echo.epa.gov/detailed-facility-report?fid=110016727014
110070379491,PHARMSCRIPT OF INDIANA LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110070379491
