REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110024409460,PINON WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110024409460
110010062699,KAYENTA WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110010062699
110010062591,GANADO WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010062591
110010062680,CHINLE WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110010062680
110024409344,TUBA CITY WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110024409344
110000471338,"ASARCO - RAY COMPLEX, RAY OPERATIONS",11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000471338
110024463962,UPPER VILLAGE OF MOENKOPI WWTF,11,,http://echo.epa.gov/detailed-facility-report?fid=110024463962
110007398805,GRAND CANYON SOUTH RIM WWTP,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007398805
110070205544,PINEWOOD COUNTRY CLUB GOLF COURSE AND DRIVING RANGE,10,,http://echo.epa.gov/detailed-facility-report?fid=110070205544
110059716776,TWIN ARROWS CASINO,10,,http://echo.epa.gov/detailed-facility-report?fid=110059716776
110055977448,TOWN OF SUPERIOR WASTEWATER TREATMENT PLANT (WWTP),9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110055977448
110024463953,WILLIAMS CREEK HATCHERY - US FISH & WILDLIFE SERVICE,9,,http://echo.epa.gov/detailed-facility-report?fid=110024463953
110039276404,PIMA COUNTY - INA ROAD WWTP,9,,http://echo.epa.gov/detailed-facility-report?fid=110039276404
110006785185,ARIZONA CITY SANITARY DISTRICT - WWTP,9,,http://echo.epa.gov/detailed-facility-report?fid=110006785185
110017206432,SPEEDYS TRUCK STOP,8,,http://echo.epa.gov/detailed-facility-report?fid=110017206432
110022287210,CASA GRANDE WRF,8,,http://echo.epa.gov/detailed-facility-report?fid=110022287210
110010062546,CAMERON TRADING POST WWTP,8,,http://echo.epa.gov/detailed-facility-report?fid=110010062546
110010062234,TOWN OF KEARNY WASTEWATER RECLAMATION FACILITY,8,,http://echo.epa.gov/detailed-facility-report?fid=110010062234
110015970029,GRAND CANYON NORTH RIM WWTP,8,,http://echo.epa.gov/detailed-facility-report?fid=110015970029
110010062261,FLAGSTAFF MEADOWS WWTP,7,,http://echo.epa.gov/detailed-facility-report?fid=110010062261
