REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110031375116,COCONINO COUNTY - ENVIRONMENTAL HEALTH,5,,http://echo.epa.gov/detailed-facility-report?fid=110031375116
110005993559,OGDENS CLEANERS,5,,http://echo.epa.gov/detailed-facility-report?fid=110005993559
110003411120,"DRG TECHNOLOGIES, INC.",3,,http://echo.epa.gov/detailed-facility-report?fid=110003411120
110000608931,HERITAGE ENVIRONMENTAL SERVICES LLC,3,,http://echo.epa.gov/detailed-facility-report?fid=110000608931
110037149519,FREEPORT MCMORAN SAFFORD,3,,http://echo.epa.gov/detailed-facility-report?fid=110037149519
110000907573,PAGE-TROWBRIDGE RANCH LANDFILL,3,,http://echo.epa.gov/detailed-facility-report?fid=110000907573
110061061292,CORDANT,2,,http://echo.epa.gov/detailed-facility-report?fid=110061061292
110024442806,TARGET STORE T0935,2,,http://echo.epa.gov/detailed-facility-report?fid=110024442806
110070516269,COPPERSTATE FARMS MANAGEMENT,2,,http://echo.epa.gov/detailed-facility-report?fid=110070516269
110015951451,COSTCO DRIVE @ THORNYDALE CROSSING LOTS 1-7,2,,http://echo.epa.gov/detailed-facility-report?fid=110015951451
110031389726,BRIGHT INTERNATIONAL,2,,http://echo.epa.gov/detailed-facility-report?fid=110031389726
110070244425,"CELESTICA, LLC",2,,http://echo.epa.gov/detailed-facility-report?fid=110070244425
110070306790,HEXCEL CORPORATION,2,,http://echo.epa.gov/detailed-facility-report?fid=110070306790
110045963846,"MARANA AEROSPACE SOLUTIONS, LLC",1,,http://echo.epa.gov/detailed-facility-report?fid=110045963846
110039343626,KREBS ENGINEERS,1,,http://echo.epa.gov/detailed-facility-report?fid=110039343626
110001694550,FLAGSTAFF MEDICAL CENTER,1,,http://echo.epa.gov/detailed-facility-report?fid=110001694550
110040891808,ARIZONA PACIFIC WOOD PRESERVING INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110040891808
110070206135,PPG PAINTS SOTRE #8376,1,,http://echo.epa.gov/detailed-facility-report?fid=110070206135
110039447015,"LOWE'S OF SHOW LOW, AZ #2833",1,,http://echo.epa.gov/detailed-facility-report?fid=110039447015
110040891728,PPG INDUSTRIES INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110040891728
