REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110067194262,CONTINENTAL CEMENT COMPANY,12,,http://echo.epa.gov/detailed-facility-report?fid=110067194262
110017404548,GRAIN PROCESSING CORP,6,,http://echo.epa.gov/detailed-facility-report?fid=110017404548
110014396858,BIG RIVER RESOURCES,2,,http://echo.epa.gov/detailed-facility-report?fid=110014396858
110001323951,LINWOOD MINING & MINERALS  LIME PLANT,2,,http://echo.epa.gov/detailed-facility-report?fid=110001323951
110000412811,PAUL MUELLER COMPANY,1,,http://echo.epa.gov/detailed-facility-report?fid=110000412811
110017436130,CARGILL INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110017436130
110010029922,LAMONI MUNICIPAL UTILITIES,1,,http://echo.epa.gov/detailed-facility-report?fid=110010029922
110000415603,SIVYER STEEL CORP,1,,http://echo.epa.gov/detailed-facility-report?fid=110000415603
110005749324,NATURAL GAS PIPELINE CO OF AMER-STA 109,1,,http://echo.epa.gov/detailed-facility-report?fid=110005749324
110036351051,NATURAL GAS PIPELINE CO. OF AMERICA - STATION 204,1,,http://echo.epa.gov/detailed-facility-report?fid=110036351051
110000415505,ROQUETTE AMERICA INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000415505
110018869474,MONSANTO CO,1,,http://echo.epa.gov/detailed-facility-report?fid=110018869474
110017769244,CLIMAX MOLYBDENUM COMPANY,1,,http://echo.epa.gov/detailed-facility-report?fid=110017769244
110000742563,NICHOLS ALUMINUM LLC - DAVENPORT,1,,http://echo.epa.gov/detailed-facility-report?fid=110000742563
110035869165,AJINOMOTO HEARTLAND INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110035869165
110017715212,FEINBERG SCRAP IRON,0,,http://echo.epa.gov/detailed-facility-report?fid=110017715212
110012620832,DMS INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110012620832
110001362427,SODERBERG OPTICAL,0,,http://echo.epa.gov/detailed-facility-report?fid=110001362427
110001331103,MERCY MEDICAL CENTER,0,,http://echo.epa.gov/detailed-facility-report?fid=110001331103
110017648991,MAHASKA VETERINARY CLINIC,0,,http://echo.epa.gov/detailed-facility-report?fid=110017648991
