REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110005759465,"BURLINGTON, CITY OF (WWTP)",13,4.0,http://echo.epa.gov/detailed-facility-report?fid=110005759465
110036348770,PELLA CITY OF STP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110036348770
110002039981,KNOXVILLE CITY OF STP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110002039981
110010036610,MINGO WWTP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110010036610
110010030395,ECHO VALLEY MOBILE HOME PARK NO. 2,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110010030395
110000789479,MUSCATINE CITY OF STP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000789479
110010035595,CLARENCE WWTP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110010035595
110036380145,COLUMBUS JUNCTION CITY OF STP,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110036380145
110035869165,AJINOMOTO HEARTLAND INC,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110035869165
110001362034,OTTUMWA CITY OF  STP,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001362034
110039691072,MONTROSE CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039691072
110010035023,WINFIELD WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010035023
110010035844,BLAKESBURG CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010035844
110039989457,OSKALOOSA SW STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039989457
110010031125,MAPLEWOOD ESTATES,13,,http://echo.epa.gov/detailed-facility-report?fid=110010031125
110039690992,LONE TREE SOUTH WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039690992
110013089059,RIVERVIEW MANOR,13,,http://echo.epa.gov/detailed-facility-report?fid=110013089059
110001123203,CLINTON WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110001123203
110000415827,MUSCATINE POWER & WATER GENERATION,13,,http://echo.epa.gov/detailed-facility-report?fid=110000415827
110010034248,SOLON CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010034248
