,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
7296,ALLISON CITY OF STP,13,6.0,http://echo.epa.gov/detailed-facility-report?fid=110010033579,42.7408,-92.78402
15488,BLAIRSBURG CITY OF STP,13,3.0,http://echo.epa.gov/detailed-facility-report?fid=110010034701,42.469722,-93.630556
442,QUAD COUNTY CORN PROCESSORS COOPERATIVE,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110007390340,42.47684,-95.41516
13023,NORA SPRINGS CITY OF STP,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110010035265,43.13949,-93.0004
16160,TYSON FRESH MEATS INC,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000605792,42.64,-95.1875
655,GLIDDEN WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010035915,42.049722,-94.713333
1021,OYENS CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110043868650,42.81875,-96.06542
1057,IOWA GREAT LAKES SANITARY DISTRICT WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110000731307,43.314722,-95.150556
1214,ROCKWELL CITY WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039991890,42.40722,-94.61083
1851,DANBURY CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010034293,42.227222,-95.721111
1951,HUMBOLDT CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110006777103,42.701544,-94.207122
1961,MASON WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110012753225,43.139421,-93.156595
2089,RINGSTED WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110009724548,43.305278,-94.502222
2169,MANNING WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010036656,41.903889,-95.070833
2271,HARLAN CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110006621600,41.630833,-95.314722
2278,IOWA FALLS WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039985521,42.526944,-93.268611
2485,LAWLER CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110036358660,43.072778,-92.147222
2498,ROYAL WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010034364,43.074444,-95.297222
2560,NASHUA WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110010035862,42.945,-92.535
2640,LARCHWOOD CITY OF STP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039690956,43.45327800000001,-96.448917
