REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110070244874,"ENVIROTECH SERVICES, INC.",10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070244874
110002059904,CHEMICAL WASTE MANAGEMENT OF THE NW,6,,http://echo.epa.gov/detailed-facility-report?fid=110002059904
110004800564,NIC INDUSTRIES INC,5,,http://echo.epa.gov/detailed-facility-report?fid=110004800564
110070664372,TORTOISE TRANSPORT CO AT RIVERSIDE DIESE,5,,http://echo.epa.gov/detailed-facility-report?fid=110070664372
110004791191,INDUSTRIAL OIL,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110004791191
110070122565,"ANM, INC",2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070122565
110045987688,THERMO FISHER SCIENTIFIC,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045987688
110070122564,"ERICKSON, INC.",2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070122564
110017417776,ASH GROVE CEMENT COMPANY,2,,http://echo.epa.gov/detailed-facility-report?fid=110017417776
110040447905,SUTERRA,2,,http://echo.epa.gov/detailed-facility-report?fid=110040447905
110000488749,NORTHLAND FURNITURE,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000488749
110000901383,SICAMORE SEMICONDUCTOR,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000901383
110070122532,ECBLEND FLAVORS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070122532
110000601536,JELD WEN INCORPORATED,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000601536
110070225271,SMAF ENVIRONMENTAL,1,,http://echo.epa.gov/detailed-facility-report?fid=110070225271
110004790067,PACIFIC TOOL AND GAUGE INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110004790067
110022818423,HOME DEPOT NO 4025,1,,http://echo.epa.gov/detailed-facility-report?fid=110022818423
110001655343,"TP GRANTS PASS, LLC",1,,http://echo.epa.gov/detailed-facility-report?fid=110001655343
110004802152,FD THOMAS INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110004802152
110000816662,WB&D TECHNOLOGIES INCORPORATED,1,,http://echo.epa.gov/detailed-facility-report?fid=110000816662
