REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110041938375,DTE DICKERSON LLC-GEORGETOWN PREP PLANT AREA,13,,http://echo.epa.gov/detailed-facility-report?fid=110041938375
110000384833,HOPEDALE MINING - CADIZ PORTAL,13,,http://echo.epa.gov/detailed-facility-report?fid=110000384833
110013397476,TORONTO WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110013397476
110008647018,FOX-SHANNON WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110008647018
110008643129,THE PORT CAMPGROUND & DOCKS,13,,http://echo.epa.gov/detailed-facility-report?fid=110008643129
110006342831,SALEM CITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110006342831
110006343420,FARR HILL MHP,13,,http://echo.epa.gov/detailed-facility-report?fid=110006343420
110009822362,RIDGELAND SUBDIV WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110009822362
110006355309,ANDIS CONVENIENCE STORE,13,,http://echo.epa.gov/detailed-facility-report?fid=110006355309
110006660728,SMITHFIELD WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110006660728
110017747027,SENECA LAKE CAMP AREA,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110017747027
110022520896,MEIGS CO LANDFILL,12,,http://echo.epa.gov/detailed-facility-report?fid=110022520896
110006700258,POMEROY WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110006700258
110009676118,ELKHORN VALLEY CHRIST CAMP-ELKHORN VALLEY CHRISTIAN SERVICE CAMP ST,12,,http://echo.epa.gov/detailed-facility-report?fid=110009676118
110006233101,SUNRISE MHP,12,,http://echo.epa.gov/detailed-facility-report?fid=110006233101
110019896120,ODNR DILLON STATE PARK BEACH,12,,http://echo.epa.gov/detailed-facility-report?fid=110019896120
110006347818,NEOSA SALVATION ARMY CAMP-NEOSA SALVATION ARMY CAMP,12,,http://echo.epa.gov/detailed-facility-report?fid=110006347818
110010127059,HOPEDALE WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110010127059
110009822889,OAK HILL WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110009822889
110006234761,FONDERLAC VLG CONDO ASSOC,12,,http://echo.epa.gov/detailed-facility-report?fid=110006234761
