REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110000614461,DRUG & LABORATORY DISPOSAL INC,12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000614461
110003565865,HARBOR PACKAGING INC,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110003565865
110064164684,ZOETIS LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110064164684
110002378828,5200 EAST CORK ST INVESTORS LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110002378828
110000494082,KALAMAZOO METAL FINISHERS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000494082
110066957065,GRAPHIC PACKAGING INTERNATIONAL INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110066957065
110000822824,LEAR CORPORATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110000822824
110042072066,PRODUCTION PLATED PLASTICS INC (SIA),12,,http://echo.epa.gov/detailed-facility-report?fid=110042072066
110003626639,VAN BUREN INTERMEDIATE SCHOOL DISTRICT,12,,http://echo.epa.gov/detailed-facility-report?fid=110003626639
110043548168,DOMESTIC UNIFORM RENTAL,12,,http://echo.epa.gov/detailed-facility-report?fid=110043548168
110000749691,A1 DISPOSAL CORP,12,,http://echo.epa.gov/detailed-facility-report?fid=110000749691
110037074064,HANSON SYSTEMS LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110037074064
110070828206,"PHARMACIA & UPJOHN COMPANY, LLC.",9,,http://echo.epa.gov/detailed-facility-report?fid=110070828206
110037072039,NILES ALUMINUM PRODUCTS INC,9,,http://echo.epa.gov/detailed-facility-report?fid=110037072039
110009394654,"JVIS MFG., LLC",7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110009394654
110003577344,C STODDARD & SONS,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110003577344
110000408657,"WKW EXTRUSION ERBSLOEH ALUMINUM SOLUTIONS, INC.",6,,http://echo.epa.gov/detailed-facility-report?fid=110000408657
110003601567,ZOETIS LLC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110003601567
110046530107,ZOETIS LLC,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110046530107
110000409031,THELAMCO INC,4,,http://echo.epa.gov/detailed-facility-report?fid=110000409031
