REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110002945065,SANDERS COMPOSITES INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110002945065
110018977142,VALLEY METALS,12,,http://echo.epa.gov/detailed-facility-report?fid=110018977142
110000479018,SONY ELECTRONICS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000479018
110002690179,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110002690179
110000887817,HAMILTON SUNDSTRAND POWER SYSTEMS,12,,http://echo.epa.gov/detailed-facility-report?fid=110000887817
110002928789,K TUBE CORPORATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110002928789
110025232905,US NAVY NAVAL AIR STATION NORTH ISLAND,9,,http://echo.epa.gov/detailed-facility-report?fid=110025232905
110011653451,PRESIDIO COMPONENTS,7,,http://echo.epa.gov/detailed-facility-report?fid=110011653451
110000478741,SOLAR TURBINES INC.,3,,http://echo.epa.gov/detailed-facility-report?fid=110000478741
110065369835,IMS ELECTRONICS RECYCLING,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110065369835
110002801246,SHEFFIELD PLATERS INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110002801246
110000478947,SAINT GOBAIN SOLAR GARD LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000478947
110070260446,"TRANSPERE, LLC.",1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070260446
110020574118,GENERAL ATOMICS ASI,1,,http://echo.epa.gov/detailed-facility-report?fid=110020574118
110000609994,SAN DIEGO GAS & ELECTRIC MIRAMAR,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000609994
110066088441,EURO AUTO SPOT,0,,http://echo.epa.gov/detailed-facility-report?fid=110066088441
110002657214,STAR RADIATOR,0,,http://echo.epa.gov/detailed-facility-report?fid=110002657214
110065459006,SDUSD - SCRIPPS RANCH HIGH SCHOOL,0,,http://echo.epa.gov/detailed-facility-report?fid=110065459006
110002719737,HANS FOREIGN INC.,0,,http://echo.epa.gov/detailed-facility-report?fid=110002719737
110002911733,AMIRA PHARMACEUTICALS INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110002911733
