REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110020746512,INDMAR COATINGS CORPORATION,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110020746512
110012835281,NSA HR - NORTHWEST ANNEX,12,,http://echo.epa.gov/detailed-facility-report?fid=110012835281
110001892658,JOHN RANDOLPH HOSPITAL,10,,http://echo.epa.gov/detailed-facility-report?fid=110001892658
110070284762,"ORAN SAFETY GLASS, INC",7,,http://echo.epa.gov/detailed-facility-report?fid=110070284762
110007019555,"BLACKSTONE I, LLC",7,,http://echo.epa.gov/detailed-facility-report?fid=110007019555
110070206996,FEDEX FREIGHT RCH,7,,http://echo.epa.gov/detailed-facility-report?fid=110070206996
110004822675,AMERICAN FILTRONA COMPANY,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110004822675
110060291438,GREENWOOD MOTORLINES DBA R&L CARRIERS,3,,http://echo.epa.gov/detailed-facility-report?fid=110060291438
110000341979,WAKO CHEMICALS USA INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000341979
110069459393,BAREFOOT SPAS,2,,http://echo.epa.gov/detailed-facility-report?fid=110069459393
110005220741,ELECTRIC MOTOR AND CONTRACTING,2,,http://echo.epa.gov/detailed-facility-report?fid=110005220741
110054871894,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,2,,http://echo.epa.gov/detailed-facility-report?fid=110054871894
110008190457,CHT USA INC.,2,,http://echo.epa.gov/detailed-facility-report?fid=110008190457
110000342530,CHESTERFIELD POWER STATION,2,,http://echo.epa.gov/detailed-facility-report?fid=110000342530
110070676878,ECOLAB INC. - SPS REGION 2601,2,,http://echo.epa.gov/detailed-facility-report?fid=110070676878
110045429158,PRECON MARINE INC - CHESAPEAKE,2,,http://echo.epa.gov/detailed-facility-report?fid=110045429158
110005215999,US FEDERAL CORRECTIONAL COMPLEX-PETERSBURG,2,,http://echo.epa.gov/detailed-facility-report?fid=110005215999
110000342460,HONEYWELL RESINS AND CHEMICALS LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000342460
110001911977,SUN CHEMICAL CORP,2,,http://echo.epa.gov/detailed-facility-report?fid=110001911977
110012503941,ATLANTIC WOOD INDUSTRIES NEWSOMS,1,,http://echo.epa.gov/detailed-facility-report?fid=110012503941
