REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL
110062647621,TRAVELERS INN - PETERSBURG,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110062647621
110015314284,DUTOY CREEK WWTP,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015314284
110010915956,CHILDRENS HOME OF VIRGINIA BAPTIST INCORPORATED,11,,http://echo.epa.gov/detailed-facility-report?fid=110010915956
110070598260,SOLID ROCK WORLDWIDE OUTREACH MINISTRY,11,,http://echo.epa.gov/detailed-facility-report?fid=110070598260
110070601344,MURPHYS TRAILER PARK WWTP A,11,,http://echo.epa.gov/detailed-facility-report?fid=110070601344
110039940696,THREE CREEK WWTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110039940696
110070598556,FELLOWSHIP DELIVERANCE CHURCH,11,,http://echo.epa.gov/detailed-facility-report?fid=110070598556
110005246634,DOC - SOUTHAMPTON CORRECTIONAL CENTER - BELFIED,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005246634
110002342787,CONCRETE PRECAST SYSTEMS INC - CHESAPEAKE,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110002342787
110070828262,SOLENIS LLC,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070828262
110000826116,US ARMY GARRISON FORT LEE VA,10,,http://echo.epa.gov/detailed-facility-report?fid=110000826116
110070602211,POWHATAN COMMUNITY CHURCH,10,,http://echo.epa.gov/detailed-facility-report?fid=110070602211
110002402720,GEORGIA PACIFIC WOOD PRODUCTS LLC - SKIPPERS,10,,http://echo.epa.gov/detailed-facility-report?fid=110002402720
110070603296,WILLIAMS MILTON RESIDENCE,9,,http://echo.epa.gov/detailed-facility-report?fid=110070603296
110010915714,HARBOUR EAST VILLAGE WWTP,9,,http://echo.epa.gov/detailed-facility-report?fid=110010915714
110070599822,RCCG HOUSE OF PRAISE,9,,http://echo.epa.gov/detailed-facility-report?fid=110070599822
110020787665,CHESAPEAKE REGIONAL AIRPORT,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110020787665
110010915910,CAPRON TOWN - ELEMENTARY SCHOOL,8,,http://echo.epa.gov/detailed-facility-report?fid=110010915910
110010914662,SPRING BRANCH WASTE WATER TREATMENT FACILITY,8,,http://echo.epa.gov/detailed-facility-report?fid=110010914662
110010915750,SKIPPERS WASTEWATER TREATMENT FACILITY,8,,http://echo.epa.gov/detailed-facility-report?fid=110010915750
