REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110000620221,ADVANSIX RESINS & CHEMICALS LLC,12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000620221
110002097766,CHAPARRAL VIRGINIA INCORPORATED,9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110002097766
110002373146,INGENCO - AMELIA,9,,http://echo.epa.gov/detailed-facility-report?fid=110002373146
110007008102,INGENCO - DINWIDDIE,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007008102
110001888841,PERDUE GRAIN & OILSEED LLC,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001888841
110000885800,TRANSMONTAIGNE OPERATING COMPANY LP - NORFOLK TERMINAL,4,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000885800
110012503781,ROCKTENN CP LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110012503781
110000342665,HERCULES AQUALON,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000342665
110000342576,"STEELFAB OF VIRGINIA, INC.",1,,http://echo.epa.gov/detailed-facility-report?fid=110000342576
110000341979,WAKO CHEMICALS USA INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000341979
110005226843,TECNICO CORPORATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005226843
110067011897,LEHIGH CEMENT COMPANY LIMITED LIABILITY COMPANY,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110067011897
110001893522,CHESAPEAKE GRAIN COMPANY,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001893522
110001893416,SUMITOMO MACHINERY CORPORATION OF AMERICA,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001893416
110008178747,KERNEOS INCORPORATED,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110008178747
110070386200,CSI TUNNEL SYSTEMS INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070386200
110001890730,COMMERCIAL READY MIX - CHESAPEAKE PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001890730
110000342040,VA POWER - CHESAPEAKE,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000342040
110007325723,COMMONWEALTH GIN - SOUTHAMPTON,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007325723
110008197940,MARUCHAN VIRGINIA INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110008197940
