,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
9070,APACHE NITROGEN PRODUCTS INC,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110017427033,31.88,-110.24
7249,MESA MATERIALS,12,,http://echo.epa.gov/detailed-facility-report?fid=110017398430,33.40663,-112.14166000000002
12402,DRAKE CEMENT PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110046279647,34.9811,-112.376291
12788,ASARCO LLC - HAYDEN SMELTER,12,,http://echo.epa.gov/detailed-facility-report?fid=110069332261,33.003378000000005,-110.77632
12312,MOHAVE VALLEY LANDFILL,4,,http://echo.epa.gov/detailed-facility-report?fid=110012625141,35.022772,-114.51315
2411,AEPCO - APACHE GENERATING STATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110043804390,32.061505,-109.893974
9339,SNOWFLAKE WHITE MOUNTAIN POWER PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110031037759,34.51643,-110.11021
11800,NUCOR STEEL KINGMAN LLC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000607264,35.142375,-114.08997
78,LIQUID TITAN TRANSMIX FACILITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110015931964,34.002236,-114.227143
112,PHOENIX CEMENT,0,,http://echo.epa.gov/detailed-facility-report?fid=110000472257,34.779716,-112.083801
123,BUTTERFIELD STATION LANDFILL,0,,http://echo.epa.gov/detailed-facility-report?fid=110009525512,33.077084,-112.280658
204,PONTE GRAPHICS,0,,http://echo.epa.gov/detailed-facility-report?fid=110013372368,33.45678,-112.0479
348,HONEYWELL ENGINES SYSTEMS,0,,http://echo.epa.gov/detailed-facility-report?fid=110000470525,33.44702,-112.00739
369,CITY OF DOUGLAS - ASPHALT BATCH PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110027215421,33.451082,-112.091204
424,"OLD TOWN FIBERGLASS, INC.",0,,http://echo.epa.gov/detailed-facility-report?fid=110070604362,33.44851,-112.1831
444,NATIONAL GYPSUM CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110002137303,33.43911,-112.05224
466,VULCAN MATERIAL COMPANY - 43RD AVE FACILITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110002590241,33.402572,-112.150903
660,SUPERLITE BLOCK,0,,http://echo.epa.gov/detailed-facility-report?fid=110000470419,33.504104,-112.148696
687,COCHISE COUNTY - WESTERN REGIONAL WTCS,0,,http://echo.epa.gov/detailed-facility-report?fid=110039450876,31.71621,-110.28239
725,SUNSHINE GIN (L/S & S/S)ANDERSON CLAYTON,0,,http://echo.epa.gov/detailed-facility-report?fid=110061062718,32.712304,-111.55243
