,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
6289,ENGINEERED PLASTIC COMPONETS,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000498998
5235,EASTERN ILLINOIS UNIVERSITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110001808465
11218,FAMACO CORP,12,,http://echo.epa.gov/detailed-facility-report?fid=110018210390
13508,DYNACHEM INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110056958430
24820,MERIDIAN AUTOMOTIVE SYSTEMS INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000439749
25143,HYDROMET ENVIRONMENTAL RECOVERY LTD,12,,http://echo.epa.gov/detailed-facility-report?fid=110000772343
40943,QUALITY AUTO CONSTRUCTION,12,,http://echo.epa.gov/detailed-facility-report?fid=110005850962
41234,SIMPLY AMISH,12,,http://echo.epa.gov/detailed-facility-report?fid=110056306206
47130,BRAINERD CHEMICAL MIDWEST LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000438410
61885,TODDS AUTO BODY,12,,http://echo.epa.gov/detailed-facility-report?fid=110005965438
62202,HONEYWELL INTERNATIONAL INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000595856
81348,AMERICAN AUTO BODY,12,,http://echo.epa.gov/detailed-facility-report?fid=110009382211
92176,CHEVRON GMC,12,,http://echo.epa.gov/detailed-facility-report?fid=110042004666
96118,ENGINEERED FLUID INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110001363970
72326,ADR INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110005865554
79666,ROAD RANGER,11,,http://echo.epa.gov/detailed-facility-report?fid=110018416150
65609,CHAMPION LABORATORIES INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110000791867
85879,FEDEX FREIGHT EFH,10,,http://echo.epa.gov/detailed-facility-report?fid=110032812641
60844,KIK CUSTOM PRODUCTS,9,,http://echo.epa.gov/detailed-facility-report?fid=110000438376
7510,DANVILLE CORRECTIONAL CENTER,6,,http://echo.epa.gov/detailed-facility-report?fid=110007538076
