REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110007978377,WHITE ROCK COMPRESSOR STATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110007978377,36.231640000000006,-108.3114
110011031052,WESTERN REFINING-SOUTHWEST (GALLUP REFINERY),12,,http://echo.epa.gov/detailed-facility-report?fid=110011031052,35.490278,-108.425
110042068473,FOUR CORNERS STEAM ELECTRIC STATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110042068473,36.68881,-108.48036
110000562720,SAN JUAN RIVER GAS PLANT,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000562720,36.7592,-108.35967
110029528394,DTT SAND & GRAVEL INC - CRUSHING & SCREENING PLANT NO1 GCP2-3541,1,,http://echo.epa.gov/detailed-facility-report?fid=110029528394,36.013333,-106.09778
110022759353,LYBROOK PUMP STATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110022759353,36.232440000000004,-107.54535
110007030275,SAN JUAN BASIN GAS PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007030275,36.732833,-107.97688899999999
110040828959,ROCKY ROAD - GRAVEL PRODUCTS GCP2-4140,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110040828959,35.690737,-105.15755
110022697312,MARATHON WINGATE FACILITY,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022697312,35.535556,-108.64313899999999
110010572120,CHACO GAS PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010572120,36.483056,-108.121748
110000472587,DAIRY FARMERS OF AMERICA,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000472587,34.170552,-103.36991
110022758728,HUERFANO MOUNTAIN COMPRESSOR STATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022758728,36.433028,-107.91192
110022710985,BLANCO COMPRESSOR C & D STATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022710985,36.7325,-107.96166699999999
110007017860,LA JARA COMPRESSOR STATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007017860,36.817221999999994,-107.492222
110012157487,QWEST SANDIA CREST RADIO GENERATOR,0,,http://echo.epa.gov/detailed-facility-report?fid=110012157487,35.22006,-106.64761000000001
110001554452,ZELLER'S CLEANING AND PRESSING,0,,http://echo.epa.gov/detailed-facility-report?fid=110001554452,36.899,-104.4402
110022777333,RUSSELLS SAND AND GRAVEL - 500TPH CRUSHER NO2220,0,,http://echo.epa.gov/detailed-facility-report?fid=110022777333,36.729167,-107.841944
110004276676,COMET CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110004276676,35.18293,-106.66616
110022791433,500 TPH SAND AND GRAVEL WASH PLANT GCP2-,0,,http://echo.epa.gov/detailed-facility-report?fid=110022791433,36.732208,-108.10484
110022703911,STATE COM R 14A COMPRESSOR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110022703911,36.63346,-108.11782
