REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110056958608,GRAFTECH INTERNATIONAL HOLDINGS INC,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110056958608
110070520604,"XCL MIDSTREAM OPERATING, LLC, CONDENSATE PAD #1",2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070520604
110063226986,"MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC, MOBLEY",1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110063226986
110005561999,LOVERIDGE MINE,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110005561999
110005570827,"THE MONONGALIA COUNTY COAL COMPANY, MONONGALIA CNTY",1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005570827
110000711551,DOMINION GAS TRANSMISSION EXTRACTION PLANT,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000711551
110070160424,"CNX GAS COMPANY LLC, SHIRLEY 3/40",1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070160424
110043703267,"WILLIAMS OHIO VALLEY MIDSTREAM LLC, FT. BEELER",1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110043703267
110045567542,BLUE RACER NATRIUM LLC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045567542
110063232853,"CERTAINTEED GYPSUM WEST VIRGINIA, INC., MOUNDSVILLE",1,,http://echo.epa.gov/detailed-facility-report?fid=110063232853
110000345010,NAVAL SEA SYSTEMS COMMAND - ALLEGANY BALLISTICS LABORATORY,1,,http://echo.epa.gov/detailed-facility-report?fid=110000345010
110061066279,"MOUNTAINEER MIDSTREAM COMPANY, LLC, ZINNIA STATION",1,,http://echo.epa.gov/detailed-facility-report?fid=110061066279
110027982565,ERGON WEST VIRGINIA INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110027982565
110000344716,PRECOAT METALS,1,,http://echo.epa.gov/detailed-facility-report?fid=110000344716
110058904832,"EQT PRODUCTION COMPANY, PNG-103",0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110058904832
110054628159,SHERWOOD PLANT,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110054628159
110000344814,MPM SILICONES LLC,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000344814
110061085819,"EQT PRODUCTION COMPANY, SMI-28",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110061085819
110063881946,"ANTERO RESOURCES CORPORATION, RJ SMITH WELLPAD",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110063881946
110063722011,"EQT PRODUCTION COMPANY, CPT-11 PAD",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110063722011
