REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110000788407,BOASSO AMERICA CORPORATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110000788407
110013316731,GULFSTREAM AEROSPACE CORP,12,,http://echo.epa.gov/detailed-facility-report?fid=110013316731
110002082353,TRONOX PIGMENTS (SAVANNAH) INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110002082353
110001305365,G. C. LEE SITE,12,,http://echo.epa.gov/detailed-facility-report?fid=110001305365
110000604597,"GEORGIA ATLANTIC PORT, LLC",12,,http://echo.epa.gov/detailed-facility-report?fid=110000604597
110005664824,165 AIRLIFT WING,12,,http://echo.epa.gov/detailed-facility-report?fid=110005664824
110057337458,ARIZONA CHEMICAL CO.,6,,http://echo.epa.gov/detailed-facility-report?fid=110057337458
110007484356,BWAY PACKAGING,4,2.0,http://echo.epa.gov/detailed-facility-report?fid=110007484356
110000611865,"CSX TRANSPORTATION, INC. (RICE YARD)",4,,http://echo.epa.gov/detailed-facility-report?fid=110000611865
110022863980,FT. STEWART (DEPT. OF THE ARMY),3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022863980
110009455286,ACE POLE CO INC,3,,http://echo.epa.gov/detailed-facility-report?fid=110009455286
110067078879,"AGLOGIC CHEMICAL, LLC - CAMDEN PLANT",3,,http://echo.epa.gov/detailed-facility-report?fid=110067078879
110000621792,ASHLAND CHEMICAL COMPANY,3,,http://echo.epa.gov/detailed-facility-report?fid=110000621792
110001420294,GULFSTREAM AEROSPACE,3,,http://echo.epa.gov/detailed-facility-report?fid=110001420294
110000499899,MANOR TIMBER CO INC.,3,,http://echo.epa.gov/detailed-facility-report?fid=110000499899
110044969460,TARGET DISTRIBUTION CENTER T3808,3,,http://echo.epa.gov/detailed-facility-report?fid=110044969460
110056959055,"PINOVA, INC.",2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110056959055
110000528215,US NAVY KINGS BAY NAVAL SUBMARINE,2,,http://echo.epa.gov/detailed-facility-report?fid=110000528215
110066984017,HD SUPPLY CONTRUCTION SUPPLY   LTD,2,,http://echo.epa.gov/detailed-facility-report?fid=110066984017
110070490387,"LOWE'S OF POOLER, GA  #2772",2,,http://echo.epa.gov/detailed-facility-report?fid=110070490387
