REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110045434197,SEGA BIOFUELS,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045434197
110038173464,KRAFT STEAM ELECTRIC GENERATING PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110038173464
110000528215,US NAVY KINGS BAY NAVAL SUBMARINE,5,4.0,http://echo.epa.gov/detailed-facility-report?fid=110000528215
110027375775,SNF - RICEBORO (CHEMTALL INCORPORATED),5,,http://echo.epa.gov/detailed-facility-report?fid=110027375775
110056959055,"PINOVA, INC.",3,3.0,http://echo.epa.gov/detailed-facility-report?fid=110056959055
110000360724,VARN WOOD PRESERVING LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110000360724
110018862970,HEALTHY PET,2,,http://echo.epa.gov/detailed-facility-report?fid=110018862970
110001388944,ST JOSEPHS HOSPITAL I,2,,http://echo.epa.gov/detailed-facility-report?fid=110001388944
110009455286,ACE POLE CO INC,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009455286
110069468962,PORTFRESH LOGISTICS,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110069468962
110024415523,SOUTHERN STATES PHOSPHATE & FE RTILIZER CO,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110024415523
110007253596,RB LUMBER (DBA DS SMITH RICEBORO LUMBER),1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007253596
110000360564,"CAROLINA SKIFF, LLC",1,,http://echo.epa.gov/detailed-facility-report?fid=110000360564
110055577594,"GEORGIA BIOMASS, LLC",1,,http://echo.epa.gov/detailed-facility-report?fid=110055577594
110059257806,INTERSTATE PAPER LLC,1,,http://echo.epa.gov/detailed-facility-report?fid=110059257806
110070235909,CENTRAL SOUTHERN CONSTRUCTION HOT MIX ASPHALT PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110070235909
110001427304,BROADHURST ENVIRONMENTAL LANDFILL,1,,http://echo.epa.gov/detailed-facility-report?fid=110001427304
110007487059,RENESSENZ LLC COLONELS ISLAND FACILITY,1,,http://echo.epa.gov/detailed-facility-report?fid=110007487059
110070049623,"TAYLOR ATLANTIC, LLC",1,,http://echo.epa.gov/detailed-facility-report?fid=110070049623
110064024372,ELBA LIQUEFACTION TERMINAL,1,,http://echo.epa.gov/detailed-facility-report?fid=110064024372
