REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110070090716,PACIFIC ETHANOL INC,12,68.0,http://echo.epa.gov/detailed-facility-report?fid=110070090716
110040980034,STOCKTON RWCF,12,32.0,http://echo.epa.gov/detailed-facility-report?fid=110040980034
110000485109,J R SIMPLOT CO LATHROP,12,21.0,http://echo.epa.gov/detailed-facility-report?fid=110000485109
110000485118,PILKINGTON NORTH AMERICA INCORPORATED,12,,http://echo.epa.gov/detailed-facility-report?fid=110000485118
110020496113,CBUS OPS DBA TURNER ROAD VINTNERS,11,8.0,http://echo.epa.gov/detailed-facility-report?fid=110020496113
110000610116,"FORWARD LANDFILL, INC.",10,11.0,http://echo.epa.gov/detailed-facility-report?fid=110000610116
110041987482,PG&E,9,10.0,http://echo.epa.gov/detailed-facility-report?fid=110041987482
110000484823,BP STOCKTON TERMINAL,9,9.0,http://echo.epa.gov/detailed-facility-report?fid=110000484823
110000719330,DELICATO FAMILY VINEYARDS MANTECA,8,13.0,http://echo.epa.gov/detailed-facility-report?fid=110000719330
110017766489,LODI GAS STORAGE LLC,8,2.0,http://echo.epa.gov/detailed-facility-report?fid=110017766489
110017397565,POSDEF POWER CO LP,7,41.0,http://echo.epa.gov/detailed-facility-report?fid=110017397565
110017396094,INGREDION INCORPORATED,7,20.0,http://echo.epa.gov/detailed-facility-report?fid=110017396094
110060280672,TESORO LOGISTICS OPERATIONS LLC STOCKTON TERMINAL,7,7.0,http://echo.epa.gov/detailed-facility-report?fid=110060280672
110058316978,ARMOR STRUXX,7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110058316978
110000484967,RME INC WOODBRIDGE WINERY,6,4.0,http://echo.epa.gov/detailed-facility-report?fid=110000484967
110002348923,"A SAMBADO & SON, INC.",6,2.0,http://echo.epa.gov/detailed-facility-report?fid=110002348923
110000520776,DIAMOND WALNUT GROWERS INCORPORATED,5,4.0,http://echo.epa.gov/detailed-facility-report?fid=110000520776
110055856818,DELTA PACKING CO.,3,3.0,http://echo.epa.gov/detailed-facility-report?fid=110055856818
110017417865,N CA POWER AGNCY,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110017417865
110058355051,FOPPIANO RANCH,2,2.0,http://echo.epa.gov/detailed-facility-report?fid=110058355051
