REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110000791796,OMAHA TRANSLOADING CORPORATION,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000791796,41.24799,-95.92137
110001508217,NEBRASKA BEEF,12,,http://echo.epa.gov/detailed-facility-report?fid=110001508217,41.21266,-95.96599
110001509252,"NOX-CRETE, INC.",10,,http://echo.epa.gov/detailed-facility-report?fid=110001509252,41.24357,-95.94223000000001
110000615521,SAFETY-KLEEN SYSTEMS INC,8,,http://echo.epa.gov/detailed-facility-report?fid=110000615521,41.224140000000006,-96.13006999999999
110004080173,GREENBRIER RAIL SERVICES,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110004080173,41.211649,-95.952427
110001513979,WATCO MECHANICAL SERVICES,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001513979,41.21253,-96.12912
110006592017,INTERSTATE PRINTING COMPANY,4,,http://echo.epa.gov/detailed-facility-report?fid=110006592017,41.277395,-95.93744000000001
110001507968,CHI HEALTH BERGAN MERCY,3,,http://echo.epa.gov/detailed-facility-report?fid=110001507968,41.23785,-96.03204000000001
110010293967,DOUGLAS COUNTY LANDFILL,2,,http://echo.epa.gov/detailed-facility-report?fid=110010293967,41.33578,-96.1119
110006602426,WICK'S STERLING TRUCKS INC,2,,http://echo.epa.gov/detailed-facility-report?fid=110006602426,41.15522,-96.14471999999999
110000447516,VOPAK USA INCORPORATED,2,,http://echo.epa.gov/detailed-facility-report?fid=110000447516,41.21972,-95.95631
110002358902,AIRLITE PLASTICS CO,2,,http://echo.epa.gov/detailed-facility-report?fid=110002358902,41.31263,-95.9198
110004078532,MIDWEST LABORATORIES,1,,http://echo.epa.gov/detailed-facility-report?fid=110004078532,41.22347,-96.12609
110042170879,PPG ARCHITECTURAL FINISHES - PPG PAINTS,1,,http://echo.epa.gov/detailed-facility-report?fid=110042170879,41.212720000000004,-96.01921999999999
110069326722,COSTCO WHOLESALE 1237,1,,http://echo.epa.gov/detailed-facility-report?fid=110069326722,41.176628,-96.1071
110004077409,MVP LABORATORIES INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110004077409,41.21735,-95.98605
110004078079,UNITED PARCEL SERVICE,1,,http://echo.epa.gov/detailed-facility-report?fid=110004078079,41.20422,-95.951522
110070121663,EDEN TREE PROS,1,,http://echo.epa.gov/detailed-facility-report?fid=110070121663,41.10843,-96.26066
110028007957,MERCK ANIMAL HEALTH,1,,http://echo.epa.gov/detailed-facility-report?fid=110028007957,41.1561,-96.12689
110000615512,SEAGATE TECHNOLOGY INC OMAHA,1,,http://echo.epa.gov/detailed-facility-report?fid=110000615512,41.215218,-96.092442
