,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
81500,CARBO CERAMICS,12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110001426617,32.84748,-83.16192
28140,SEGA BIOFUELS,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045434197,31.20961,-81.955448
13382,SA RECYCLING,12,,http://echo.epa.gov/detailed-facility-report?fid=110000359497,33.44828,-81.98533
70167,ADM,12,,http://echo.epa.gov/detailed-facility-report?fid=110012384561,30.8325,-83.248056
90747,KRAFT STEAM ELECTRIC GENERATING PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110038173464,32.149444,-81.145139
85267,ANCHOR GLASS CONTAINER CORP,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005668722,32.586745,-83.59178399999998
87621,TELFAIR FOREST PRODUCTS LLC,8,2.0,http://echo.epa.gov/detailed-facility-report?fid=110064318340,31.92566,-82.67956
49067,ALBANY GREEN ENERGY,7,2.0,http://echo.epa.gov/detailed-facility-report?fid=110070119839,31.553193,-84.11489300000002
1627,FREUDENBERG-NOK GENERAL PTNR,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000358336,34.61663,-83.76175
90035,APPLING COUNTY PELLETS,6,2.0,http://echo.epa.gov/detailed-facility-report?fid=110028005904,31.7719,-82.3482
10994,US NAVY KINGS BAY NAVAL SUBMARINE,5,4.0,http://echo.epa.gov/detailed-facility-report?fid=110000528215,30.79525,-81.51355600000002
56513,EXIDE BATTERY PLANT,5,4.0,http://echo.epa.gov/detailed-facility-report?fid=110038161645,32.4359,-84.9313
64599,INTERFOR U.S. INC. - BAXLEY SAWMILL,5,4.0,http://echo.epa.gov/detailed-facility-report?fid=110006364219,31.76824,-82.31872
29964,GEORGIA PACIFIC CORPORATION MADISON PLYWOOD,5,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000358728,33.61038,-83.43236
59959,INTERNATIONAL PAPER,5,2.0,http://echo.epa.gov/detailed-facility-report?fid=110054076389,34.253516999999995,-85.32901600000002
32720,"HYALUS, INC.",5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070072167,32.2986,-83.4669
5868,"SAK MARINE COMPANY, LLC",5,,http://echo.epa.gov/detailed-facility-report?fid=110043532585,32.05335,-84.204034
71042,SNF - RICEBORO (CHEMTALL INCORPORATED),5,,http://echo.epa.gov/detailed-facility-report?fid=110027375775,31.74413,-81.43673000000003
94625,VISY PAPER INC,4,3.0,http://echo.epa.gov/detailed-facility-report?fid=110007356725,33.660270000000004,-83.98889
21940,PINE BLUFF LANDFILL,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001419180,34.286390000000004,-84.38311
