REGISTRY_ID,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL
110064386524,ANODIZING GRAPHICS OF TEXAS,12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110064386524
110000462516,GULF STATES TUBE DIVISION,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000462516
110033827526,JM HOLM & CO,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110033827526
110070123038,MACYS FIRST COLONY MALL SUGARLAND,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070123038
110033518076,BLUE RIDGE LANDFILL,12,,http://echo.epa.gov/detailed-facility-report?fid=110033518076
110000463454,CHAMPION TECHNOLOGIES INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110000463454
110039077940,TARGET STORE 2205,5,,http://echo.epa.gov/detailed-facility-report?fid=110039077940
110070207298,MACYS BAYBROOK,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070207298
110055415224,ACCREDO PACKAGING SUGAR LAND MANUFACTURING FACILIT,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110055415224
110005010834,MEMORIAL HERMANN SOUTHEAST HOSPITAL,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005010834
110034476243,NASA ELLINGTON FIELD,2,,http://echo.epa.gov/detailed-facility-report?fid=110034476243
110009495769,EXXONMOBIL UPSTREAM RESEARCH,2,,http://echo.epa.gov/detailed-facility-report?fid=110009495769
110012182306,PACKAGING SERVICE,2,,http://echo.epa.gov/detailed-facility-report?fid=110012182306
110000599362,FRITO-LAY ROSENBERG FACILITY,1,,http://echo.epa.gov/detailed-facility-report?fid=110000599362
110067045520,CVS PHARMACY #10671,0,,http://echo.epa.gov/detailed-facility-report?fid=110067045520
110022831630,ROMTEX ENTERPRISES,0,,http://echo.epa.gov/detailed-facility-report?fid=110022831630
110012182538,BP PIPELINES WEBSTER STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110012182538
110037446154,ULTIMA LABS INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110037446154
110066965172,SEARS # 1257/6899,0,,http://echo.epa.gov/detailed-facility-report?fid=110066965172
110062912665,RANDALL'S STORE #1021,0,,http://echo.epa.gov/detailed-facility-report?fid=110062912665
