REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110000606933,INEOS USA LLC - CHOCOLATE BAYOU PLANT,12,4.0,http://echo.epa.gov/detailed-facility-report?fid=110000606933
110000463454,CHAMPION TECHNOLOGIES INC,12,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000463454
110000462543,TEXAS INSTRUMENTS STAFFORD,12,,http://echo.epa.gov/detailed-facility-report?fid=110000462543
110000608254,W A PARISH ELECTRIC GENERATING STATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110000608254
110033518076,BLUE RIDGE LANDFILL,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110033518076
110070236012,22820 TRENCH BURNER,1,,http://echo.epa.gov/detailed-facility-report?fid=110070236012
110024035970,NALCO CO PLANT 106,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110024035970
110000599479,"KEESHAN AND BOST CHEMICAL CO., INC.",0,,http://echo.epa.gov/detailed-facility-report?fid=110000599479
110038106894,"DYNEGY MIDSTREAM SERVICES, LP",0,,http://echo.epa.gov/detailed-facility-report?fid=110038106894
110001869835,MANVEL COMPRESSOR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110001869835
110033960854,BEASLEY PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110033960854
110007203668,EXXON MOBIL CORPORATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110007203668
110070551318,AIR CURTAIN INCINERATOR SN10100003,0,,http://echo.epa.gov/detailed-facility-report?fid=110070551318
110000462561,CROWN CORK & SEAL PLANT 060,0,,http://echo.epa.gov/detailed-facility-report?fid=110000462561
110038106938,FRIENDSWOOD NO 4-BOOSTER COMPRESSOR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110038106938
110009501093,WAL-MART AUTO CENTER,0,,http://echo.epa.gov/detailed-facility-report?fid=110009501093
110007193928,MARTIN MARIETTA MATERIALS,0,,http://echo.epa.gov/detailed-facility-report?fid=110007193928
110007395194,THOMPSONS JHP DAVIS 5,0,,http://echo.epa.gov/detailed-facility-report?fid=110007395194
110007395185,NEEDVILLE COMPR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110007395185
110015737372,FRIENDSWOOD NO 2 WATERFLOOD STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110015737372
