REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110041133163,PHILLIPS 66 CO BAYWAY REFINERY,2,6.0,http://echo.epa.gov/detailed-facility-report?fid=110041133163
110015111626,THE MANISCHEWITZ CO,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015111626
110030523627,UNION CNTY UTIL AUTH RESOURCE RECOVERY FACILITY (OPERATING AS COVANTA UNION),1,4.0,http://echo.epa.gov/detailed-facility-report?fid=110030523627
110000492020,MERCK SHARP & DOHME CORP,1,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000492020
110014857431,SAINT PETERS COLLEGE,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110014857431
110001544829,NEWARK HOUSING AUTHORITY/KRETCHMER ELDER,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001544829
110007922542,NEWARK REFRIGERATED WAREHOUSE,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007922542
110000318567,ETO STERILIZATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110000318567
110070624553,ANTONIO MOZZARELLA FACTORY	,1,,http://echo.epa.gov/detailed-facility-report?fid=110070624553
110055616686,HESS NEWARK ENERGY CENTER,0,4.0,http://echo.epa.gov/detailed-facility-report?fid=110055616686
110000319771,H&H SWISS SCREW MACHINE PRODUCTS CO,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000319771
110032187354,PACE GLASS,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110032187354
110024163126,EI DUPONT MORSES MILL SULFURIC ACID REGENERATION  PLANT @ LINDEN COGEN PLANT,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110024163126
110030797083,PRUDENTIAL CENTER DEVILS ARENA,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110030797083
110000803845,BUCKEYE PIPELINE CO - LINDEN STATION,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000803845
110023731979,MAPLEWOOD BEVERAGE PACKERS,0,2.0,http://echo.epa.gov/detailed-facility-report?fid=110023731979
110064536088,EAST ORANGE BOE CAMPUS 9,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064536088
110001538907,RUTGERS HEALTH SCIENCES CAMPUS - NEWARK,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001538907
110031190397,ST MICHAELS MEDICAL CENTER,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110031190397
110001544259,LALLYPAK INC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110001544259
