REGISTRY_ID,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL
110017844715,MORONGO CASINO COGENERATION FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110017844715
110015634642,WILDFLOWER ENERGY INDIGO,0,,http://echo.epa.gov/detailed-facility-report?fid=110015634642
110043534388,CPV SENTINEL ENERGY PROJ,0,,http://echo.epa.gov/detailed-facility-report?fid=110043534388
110022450729,DESERT VIEW POWER LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110022450729
110041963952,SAN JACINTO VALLEY RWRF,0,,http://echo.epa.gov/detailed-facility-report?fid=110041963952
110014324089,RIO VISTA (HOUSING DEVELOPMENT),0,,http://echo.epa.gov/detailed-facility-report?fid=110014324089
110015714912,BLYTHE ENERGY POWER PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110015714912
110022882549,PRO FLOW HEATING & COOLING,0,,http://echo.epa.gov/detailed-facility-report?fid=110022882549
110002415690,MODERN GINNING CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110002415690
110001186859,SOUTHERN CALIFORNIA GAS COMPANY BLYTHE STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110001186859
110000479704,SKYLINE HOMES INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110000479704
110014324105,SHADOW HILLS (HOUSING DEVELOPMENT),0,,http://echo.epa.gov/detailed-facility-report?fid=110014324105
110014324123,DEL ORO (HOUSING DEVELOPMENT),0,,http://echo.epa.gov/detailed-facility-report?fid=110014324123
110002415752,EDELBROCK FOUNDRY CORP,0,,http://echo.epa.gov/detailed-facility-report?fid=110002415752
110040489842,IMPERIAL IRRIGATION DISTRICT/COACHELLA,0,,http://echo.epa.gov/detailed-facility-report?fid=110040489842
