,FAC_NAME,noncomp_count,RCRA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
1503,"WYNNEWOOD REFINING COMPANY, LLC",12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000453697,34.6289,-97.1685
13350,"ALPHA TANK CLEANING, INC.",12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022583863,35.930141,-95.991894
10344,VALERO REFINING CO - OKLAHOMA VALERO ARDMORE REFINERY,12,,http://echo.epa.gov/detailed-facility-report?fid=110000606746,34.205690000000004,-97.10417
10813,HENDERSON PLATING AND POLISHING / 305 NE 37TH ST,12,,http://echo.epa.gov/detailed-facility-report?fid=110009435218,35.5087,-97.50641
13083,CAPITAL AVIATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110000769419,35.527568,-97.63837
19250,JANUARY ENVIRONMENTAL SERVICE - USED OIL DIVISION,12,,http://echo.epa.gov/detailed-facility-report?fid=110011691785,35.42798,-97.59701
25041,ST. MARY'S REGIONAL MEDICAL CENTER,12,,http://echo.epa.gov/detailed-facility-report?fid=110001644007,36.39377,-97.87177
31119,VACUUM AND PRESSURE TANK TRUCK SVC / 1822 S 44TH W AVE VACUUM AND PRESSURE,12,,http://echo.epa.gov/detailed-facility-report?fid=110009433755,36.134707,-96.042711
3319,BJ SERVICES-YUKON,6,,http://echo.epa.gov/detailed-facility-report?fid=110004744803,35.47889,-97.71712
29803,5304 S LAWTON AVE,6,,http://echo.epa.gov/detailed-facility-report?fid=110000860195,36.08627,-96.00063
2754,INTERLINE BRANDS DC OKLAHOMA CITY #4844,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110044922126,35.4298,-97.65343
4208,GEO CHEMICALS - CALUMET,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110070680557,35.61588,-98.17199
8823,SETCO INC,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110013286880,33.883782000000004,-94.84369
9776,INTERLINE BRANDS TULSA #4842,5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045561334,36.179869,-95.855046
19366,"GROVE BATTERY MANUFACTURING, LLC",5,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064331842,36.598664,-94.731033
1979,TRICAT INC,5,,http://echo.epa.gov/detailed-facility-report?fid=110046424552,34.92546,-95.8254
30923,FLIGHT SAFETY INTERNATIONAL,4,1.0,http://echo.epa.gov/detailed-facility-report?fid=110044298140,36.057697,-95.779582
9354,APPLIED INDUSTRIAL COATINGS INC,4,,http://echo.epa.gov/detailed-facility-report?fid=110038044425,35.32895,-97.60053
4399,KING AEROSPACE COMMERCIAL CORPORATION,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000840975,34.295712,-97.028933
4592,CHROMIUM PLATING COMPANY,3,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000454847,36.159679,-95.997272
